UserId,GuideSession,GuideDownload,ConnectionRequested,PhotoUpload
2294,39.0,1.0,2.0,7.0
882,10.0,1.0,2.0,7.0
189,5.0,2.0,2.0,17.0
2306,26.0,1.0,2.0,7.0
1532,24.0,1.0,2.0,7.0
1700,22.0,1.0,2.0,7.0
1277,28.0,1.0,2.0,7.0
1473,23.0,3.0,2.0,7.0
823,30.0,2.0,2.0,7.0
0,16.0,2.0,5.0,21.0
1857,21.0,1.0,2.0,7.0
2480,44.0,3.0,2.0,7.0
1097,17.0,2.0,2.0,7.0
1954,12.0,1.0,2.0,7.0
447,19.0,2.0,1.0,2.0
1289,26.0,1.0,2.0,7.0
41,10.0,1.0,3.0,15.0
998,9.0,2.0,2.0,7.0
1073,20.0,1.0,2.0,7.0
962,13.0,3.0,2.0,7.0
755,26.0,1.0,2.0,7.0
18,10.0,1.0,3.0,20.0
929,28.0,1.0,2.0,7.0
1629,26.0,1.0,2.0,7.0
709,16.0,1.0,2.0,7.0
178,14.0,1.0,5.0,16.0
1869,28.0,4.0,2.0,7.0
848,34.0,1.0,2.0,7.0
1437,18.0,1.0,2.0,7.0
2137,32.0,1.0,2.0,7.0
811,23.0,2.0,2.0,7.0
1647,21.0,1.0,2.0,7.0
246,13.0,1.0,3.0,1.0
630,23.0,6.0,2.0,3.0
1329,24.0,1.0,2.0,7.0
2153,25.0,1.0,2.0,7.0
102,15.0,1.0,3.0,20.0
278,15.0,2.0,2.0,5.0
1113,22.0,3.0,2.0,7.0
1562,17.0,1.0,2.0,7.0
1677,12.0,1.0,2.0,7.0
1875,22.0,2.0,2.0,7.0
1769,28.0,2.0,2.0,7.0
1994,17.0,1.0,2.0,7.0
157,16.0,1.0,2.0,19.0
236,24.0,3.0,1.0,7.0
1322,16.0,2.0,2.0,7.0
2301,17.0,1.0,2.0,7.0
1586,29.0,2.0,2.0,7.0
1401,14.0,1.0,2.0,7.0
1339,28.0,1.0,2.0,7.0
85,7.0,2.0,1.0,20.0
554,18.0,1.0,2.0,3.0
649,24.0,1.0,2.0,3.0
427,18.0,2.0,2.0,1.0
2134,24.0,2.0,2.0,7.0
842,22.0,2.0,2.0,7.0
1734,15.0,1.0,2.0,7.0
953,22.0,2.0,2.0,7.0
1684,15.0,1.0,2.0,7.0
217,23.0,2.0,7.0,3.0
1680,28.0,1.0,2.0,7.0
2133,39.0,1.0,2.0,7.0
430,24.0,2.0,2.0,1.0
738,20.0,2.0,2.0,7.0
2119,29.0,2.0,2.0,7.0
1874,15.0,2.0,2.0,7.0
1441,22.0,1.0,2.0,7.0
1544,26.0,1.0,2.0,7.0
1905,28.0,1.0,2.0,7.0
1107,20.0,1.0,2.0,7.0
1624,30.0,2.0,2.0,7.0
2229,2.0,1.0,2.0,7.0
539,13.0,2.0,2.0,3.0
2356,33.0,1.0,2.0,7.0
1169,22.0,1.0,2.0,7.0
1415,18.0,1.0,2.0,7.0
841,27.0,2.0,2.0,7.0
1372,24.0,1.0,2.0,7.0
1019,17.0,2.0,2.0,7.0
128,28.0,1.0,1.0,17.0
1014,32.0,1.0,2.0,7.0
761,25.0,1.0,2.0,7.0
1622,21.0,2.0,2.0,7.0
173,21.0,3.0,3.0,17.0
1660,20.0,1.0,2.0,7.0
1707,8.0,2.0,2.0,7.0
200,30.0,1.0,1.0,17.0
2217,26.0,2.0,2.0,7.0
1669,11.0,1.0,2.0,7.0
487,14.0,2.0,5.0,1.0
1151,13.0,1.0,2.0,7.0
1764,23.0,1.0,2.0,7.0
2037,10.0,2.0,2.0,7.0
1411,18.0,1.0,2.0,7.0
2002,22.0,1.0,2.0,7.0
1988,23.0,1.0,2.0,7.0
803,26.0,1.0,2.0,7.0
93,22.0,2.0,1.0,12.0
7,22.0,3.0,6.0,13.0
1649,20.0,1.0,2.0,7.0
1738,16.0,3.0,2.0,7.0
1892,21.0,1.0,2.0,7.0
2201,10.0,2.0,2.0,7.0
9,14.0,1.0,2.0,22.0
1314,22.0,1.0,2.0,7.0
2310,68.0,3.0,2.0,7.0
2384,11.0,2.0,2.0,7.0
759,19.0,1.0,2.0,7.0
1132,14.0,2.0,2.0,7.0
164,21.0,2.0,1.0,20.0
241,10.0,1.0,2.0,15.0
2193,18.0,1.0,2.0,7.0
349,14.0,1.0,3.0,6.0
519,23.0,2.0,2.0,1.0
125,21.0,1.0,2.0,20.0
2164,40.0,1.0,2.0,7.0
1598,28.0,1.0,2.0,7.0
627,19.0,3.0,2.0,5.0
1582,16.0,1.0,2.0,7.0
809,25.0,2.0,2.0,7.0
1952,15.0,1.0,2.0,7.0
1423,24.0,1.0,2.0,7.0
185,25.0,1.0,2.0,15.0
766,28.0,1.0,2.0,7.0
1388,11.0,1.0,2.0,7.0
1920,16.0,1.0,2.0,7.0
1410,30.0,3.0,2.0,7.0
1991,23.0,1.0,2.0,7.0
1104,34.0,2.0,2.0,7.0
131,19.0,1.0,3.0,16.0
2064,22.0,3.0,2.0,7.0
2116,42.0,1.0,2.0,7.0
939,3.0,1.0,2.0,7.0
2378,20.0,4.0,2.0,7.0
1722,23.0,1.0,2.0,7.0
2373,69.0,1.0,2.0,7.0
2194,52.0,1.0,2.0,7.0
1561,27.0,2.0,2.0,7.0
103,31.0,1.0,2.0,13.0
1545,24.0,1.0,2.0,7.0
1220,27.0,1.0,2.0,7.0
1123,19.0,3.0,2.0,7.0
1679,12.0,3.0,2.0,7.0
1481,15.0,1.0,2.0,7.0
377,31.0,1.0,3.0,8.0
259,33.0,2.0,1.0,2.0
2258,53.0,2.0,2.0,7.0
1313,23.0,4.0,2.0,7.0
2080,23.0,2.0,2.0,7.0
198,17.0,1.0,4.0,15.0
1304,11.0,1.0,2.0,7.0
457,24.0,1.0,1.0,3.0
284,32.0,1.0,2.0,9.0
1500,28.0,1.0,2.0,7.0
248,22.0,1.0,2.0,8.0
274,22.0,2.0,3.0,1.0
902,21.0,1.0,2.0,7.0
1839,22.0,4.0,2.0,7.0
2122,36.0,2.0,2.0,7.0
42,22.0,2.0,3.0,15.0
2282,11.0,2.0,2.0,7.0
1577,20.0,2.0,2.0,7.0
1502,19.0,2.0,2.0,7.0
777,17.0,1.0,2.0,7.0
273,21.0,2.0,2.0,2.0
1911,18.0,2.0,2.0,7.0
318,15.0,1.0,2.0,3.0
57,25.0,1.0,1.0,21.0
1733,25.0,1.0,2.0,7.0
930,31.0,2.0,2.0,7.0
1002,20.0,1.0,2.0,7.0
1749,19.0,4.0,2.0,7.0
2474,24.0,1.0,2.0,7.0
1973,34.0,1.0,2.0,7.0
2174,28.0,1.0,2.0,7.0
2392,10.0,1.0,2.0,7.0
1271,32.0,1.0,2.0,7.0
1332,25.0,4.0,2.0,7.0
1923,18.0,1.0,2.0,7.0
978,18.0,1.0,2.0,7.0
192,17.0,1.0,2.0,19.0
1934,24.0,1.0,2.0,7.0
4,21.0,1.0,8.0,18.0
942,26.0,1.0,2.0,7.0
1754,19.0,1.0,2.0,7.0
1005,18.0,1.0,2.0,7.0
1091,25.0,1.0,2.0,7.0
333,11.0,1.0,1.0,2.0
138,14.0,1.0,3.0,21.0
834,18.0,2.0,2.0,7.0
2005,25.0,1.0,2.0,7.0
1592,17.0,2.0,2.0,7.0
417,23.0,1.0,2.0,13.0
625,16.0,1.0,2.0,2.0
608,20.0,1.0,2.0,2.0
122,16.0,1.0,1.0,20.0
2184,19.0,1.0,2.0,7.0
753,12.0,2.0,2.0,7.0
1516,14.0,1.0,2.0,7.0
1252,20.0,1.0,2.0,7.0
294,29.0,1.0,1.0,1.0
402,26.0,1.0,1.0,1.0
676,43.0,1.0,2.0,7.0
2076,15.0,2.0,2.0,7.0
2149,19.0,1.0,2.0,7.0
1837,18.0,1.0,2.0,7.0
1559,16.0,1.0,2.0,7.0
155,30.0,1.0,1.0,18.0
837,28.0,1.0,2.0,7.0
1380,32.0,2.0,2.0,7.0
551,20.0,1.0,2.0,1.0
808,18.0,3.0,2.0,7.0
425,24.0,1.0,3.0,9.0
1663,17.0,1.0,2.0,7.0
50,13.0,1.0,6.0,17.0
716,16.0,1.0,2.0,7.0
514,23.0,1.0,2.0,2.0
306,28.0,1.0,3.0,13.0
1201,28.0,1.0,2.0,7.0
1067,19.0,1.0,2.0,7.0
216,22.0,1.0,1.0,3.0
569,29.0,1.0,2.0,1.0
1438,16.0,1.0,2.0,7.0
156,8.0,3.0,2.0,16.0
999,30.0,1.0,2.0,7.0
629,22.0,1.0,2.0,1.0
460,21.0,1.0,1.0,1.0
696,33.0,1.0,2.0,7.0
574,18.0,2.0,2.0,1.0
1897,25.0,1.0,2.0,7.0
903,17.0,1.0,2.0,7.0
1396,23.0,2.0,2.0,7.0
1085,11.0,2.0,2.0,7.0
1283,19.0,1.0,2.0,7.0
315,18.0,1.0,2.0,4.0
1987,14.0,2.0,2.0,7.0
1447,18.0,1.0,2.0,7.0
1247,20.0,1.0,2.0,7.0
2027,7.0,1.0,2.0,7.0
1759,12.0,1.0,2.0,7.0
1154,20.0,3.0,2.0,7.0
2221,19.0,1.0,2.0,7.0
1424,18.0,1.0,2.0,7.0
602,29.0,1.0,2.0,2.0
987,34.0,2.0,2.0,7.0
151,10.0,1.0,4.0,14.0
818,17.0,2.0,2.0,7.0
1209,25.0,2.0,2.0,7.0
1632,15.0,2.0,2.0,7.0
181,9.0,1.0,4.0,17.0
1315,19.0,1.0,2.0,7.0
375,24.0,1.0,1.0,3.0
813,23.0,2.0,2.0,7.0
1671,17.0,2.0,2.0,7.0
492,13.0,1.0,1.0,2.0
2170,5.0,1.0,2.0,7.0
1678,16.0,1.0,2.0,7.0
2011,42.0,1.0,2.0,7.0
2029,31.0,5.0,2.0,7.0
794,22.0,2.0,2.0,7.0
143,21.0,1.0,8.0,16.0
2196,13.0,1.0,2.0,7.0
1145,7.0,1.0,2.0,7.0
108,20.0,1.0,9.0,12.0
1575,23.0,2.0,2.0,7.0
1482,26.0,3.0,2.0,7.0
2238,26.0,1.0,2.0,7.0
844,22.0,1.0,2.0,7.0
1957,21.0,4.0,2.0,7.0
1744,19.0,1.0,2.0,7.0
2096,6.0,1.0,2.0,7.0
1235,22.0,1.0,2.0,7.0
1691,30.0,1.0,2.0,7.0
94,30.0,1.0,3.0,17.0
2416,8.0,1.0,2.0,7.0
946,23.0,1.0,2.0,7.0
1234,22.0,1.0,2.0,7.0
2419,33.0,1.0,2.0,7.0
1230,27.0,1.0,2.0,7.0
1461,36.0,1.0,2.0,7.0
386,18.0,1.0,1.0,4.0
595,16.0,1.0,2.0,3.0
1402,22.0,1.0,2.0,7.0
2026,1.0,1.0,2.0,7.0
63,28.0,1.0,4.0,18.0
2308,11.0,1.0,2.0,7.0
1244,20.0,1.0,2.0,7.0
2292,41.0,1.0,2.0,7.0
720,21.0,1.0,2.0,7.0
1118,16.0,1.0,2.0,7.0
77,29.0,3.0,2.0,24.0
280,22.0,1.0,2.0,2.0
1694,21.0,1.0,2.0,7.0
594,21.0,3.0,2.0,1.0
1794,31.0,1.0,2.0,7.0
1186,33.0,2.0,2.0,7.0
2190,14.0,2.0,2.0,7.0
107,24.0,2.0,3.0,15.0
774,29.0,5.0,2.0,7.0
530,7.0,1.0,2.0,3.0
439,11.0,1.0,1.0,4.0
167,15.0,1.0,2.0,14.0
911,24.0,1.0,2.0,7.0
1531,23.0,1.0,2.0,7.0
824,20.0,1.0,2.0,7.0
1265,15.0,1.0,2.0,7.0
502,22.0,2.0,2.0,9.0
1045,33.0,1.0,2.0,7.0
1620,25.0,3.0,2.0,7.0
97,23.0,2.0,1.0,14.0
1999,13.0,2.0,2.0,7.0
2057,30.0,1.0,2.0,7.0
1387,26.0,1.0,2.0,7.0
538,20.0,1.0,2.0,1.0
475,21.0,2.0,1.0,1.0
395,26.0,1.0,1.0,2.0
517,18.0,1.0,2.0,2.0
358,19.0,1.0,7.0,8.0
1533,25.0,1.0,2.0,7.0
371,23.0,1.0,1.0,2.0
2470,63.0,3.0,2.0,7.0
343,36.0,1.0,2.0,1.0
369,19.0,1.0,1.0,4.0
32,30.0,1.0,1.0,19.0
1143,10.0,1.0,2.0,7.0
662,22.0,1.0,2.0,3.0
459,24.0,2.0,3.0,1.0
24,30.0,1.0,4.0,15.0
2394,48.0,2.0,2.0,7.0
2335,31.0,5.0,2.0,7.0
1617,13.0,1.0,2.0,7.0
2346,49.0,1.0,2.0,7.0
2399,83.0,1.0,2.0,7.0
414,16.0,1.0,1.0,7.0
2269,21.0,1.0,2.0,7.0
1872,16.0,1.0,2.0,7.0
1167,18.0,1.0,2.0,7.0
2302,20.0,2.0,2.0,7.0
1931,17.0,5.0,2.0,7.0
1035,29.0,1.0,2.0,7.0
1439,16.0,3.0,2.0,7.0
655,20.0,2.0,2.0,1.0
921,20.0,1.0,2.0,7.0
1776,23.0,1.0,2.0,7.0
82,24.0,1.0,8.0,17.0
444,13.0,1.0,3.0,1.0
928,13.0,3.0,2.0,7.0
276,26.0,1.0,2.0,5.0
73,11.0,5.0,7.0,18.0
95,24.0,1.0,1.0,15.0
433,27.0,2.0,1.0,1.0
488,19.0,1.0,1.0,4.0
747,16.0,2.0,2.0,7.0
36,2.0,1.0,3.0,21.0
1907,26.0,2.0,2.0,7.0
1906,29.0,1.0,2.0,7.0
2309,26.0,1.0,2.0,7.0
855,18.0,1.0,2.0,7.0
1798,28.0,2.0,2.0,7.0
2363,37.0,2.0,2.0,7.0
773,11.0,2.0,2.0,7.0
1511,29.0,1.0,2.0,7.0
782,36.0,1.0,2.0,7.0
2327,4.0,3.0,2.0,7.0
883,19.0,2.0,2.0,7.0
1126,41.0,1.0,2.0,7.0
900,34.0,1.0,2.0,7.0
1568,16.0,2.0,2.0,7.0
263,18.0,2.0,4.0,7.0
1259,12.0,1.0,2.0,7.0
1068,20.0,2.0,2.0,7.0
1379,18.0,1.0,2.0,7.0
822,21.0,2.0,2.0,7.0
1173,29.0,3.0,2.0,7.0
495,29.0,2.0,1.0,10.0
74,15.0,1.0,1.0,15.0
835,12.0,2.0,2.0,7.0
934,29.0,1.0,2.0,7.0
1590,21.0,3.0,2.0,7.0
314,15.0,2.0,1.0,2.0
923,20.0,2.0,2.0,7.0
1953,18.0,1.0,2.0,7.0
2223,25.0,1.0,2.0,7.0
2097,22.0,1.0,2.0,7.0
111,19.0,1.0,1.0,9.0
726,25.0,1.0,2.0,7.0
329,22.0,1.0,2.0,1.0
2228,6.0,1.0,2.0,7.0
1716,20.0,1.0,2.0,7.0
843,20.0,1.0,2.0,7.0
1658,20.0,2.0,2.0,7.0
1136,27.0,3.0,2.0,7.0
771,17.0,4.0,2.0,7.0
816,19.0,1.0,2.0,7.0
1921,20.0,1.0,2.0,7.0
528,27.0,4.0,2.0,1.0
600,19.0,1.0,2.0,4.0
2049,60.0,2.0,2.0,7.0
1434,27.0,1.0,2.0,7.0
2237,49.0,3.0,2.0,7.0
250,17.0,1.0,3.0,1.0
1130,32.0,2.0,2.0,7.0
150,26.0,1.0,4.0,15.0
1004,31.0,1.0,2.0,7.0
223,12.0,1.0,1.0,6.0
926,28.0,2.0,2.0,7.0
1755,19.0,2.0,2.0,7.0
529,23.0,3.0,2.0,2.0
268,22.0,1.0,1.0,2.0
1856,30.0,1.0,2.0,7.0
954,23.0,1.0,2.0,7.0
524,11.0,1.0,2.0,5.0
279,21.0,3.0,5.0,1.0
1195,28.0,2.0,2.0,7.0
1855,18.0,2.0,2.0,7.0
703,18.0,1.0,2.0,7.0
1558,27.0,2.0,2.0,7.0
2265,83.0,1.0,2.0,7.0
1832,17.0,1.0,2.0,7.0
449,15.0,1.0,2.0,10.0
1212,19.0,1.0,2.0,7.0
977,7.0,1.0,2.0,7.0
1826,31.0,1.0,2.0,7.0
1883,13.0,1.0,2.0,7.0
1746,25.0,2.0,2.0,7.0
2205,21.0,1.0,2.0,7.0
1177,10.0,1.0,2.0,7.0
1564,20.0,1.0,2.0,7.0
1825,10.0,1.0,2.0,7.0
1061,17.0,2.0,2.0,7.0
588,23.0,1.0,2.0,1.0
1088,22.0,2.0,2.0,7.0
1205,21.0,1.0,2.0,7.0
61,26.0,2.0,1.0,21.0
2141,58.0,2.0,2.0,7.0
1016,22.0,1.0,2.0,7.0
1652,14.0,1.0,2.0,7.0
222,21.0,1.0,1.0,7.0
694,25.0,1.0,2.0,7.0
1368,16.0,1.0,2.0,7.0
1896,27.0,1.0,2.0,7.0
1398,29.0,2.0,2.0,7.0
360,12.0,2.0,2.0,3.0
891,23.0,1.0,2.0,7.0
2175,7.0,1.0,2.0,7.0
2457,63.0,1.0,2.0,7.0
153,15.0,1.0,3.0,15.0
2251,6.0,2.0,2.0,7.0
1189,17.0,1.0,2.0,7.0
1385,27.0,1.0,2.0,7.0
372,25.0,1.0,1.0,3.0
154,32.0,1.0,2.0,12.0
821,15.0,1.0,2.0,7.0
2405,34.0,2.0,2.0,7.0
667,21.0,2.0,2.0,18.0
1074,29.0,1.0,2.0,7.0
2415,15.0,2.0,2.0,7.0
706,21.0,4.0,2.0,7.0
1374,6.0,1.0,2.0,7.0
1513,15.0,3.0,2.0,7.0
398,19.0,2.0,1.0,2.0
1915,13.0,1.0,2.0,7.0
1382,28.0,2.0,2.0,7.0
380,22.0,4.0,1.0,4.0
1904,22.0,1.0,2.0,7.0
1719,31.0,2.0,2.0,7.0
628,25.0,1.0,2.0,11.0
1782,20.0,2.0,2.0,7.0
640,13.0,1.0,2.0,1.0
601,13.0,1.0,2.0,9.0
2207,30.0,3.0,2.0,7.0
684,16.0,1.0,2.0,7.0
211,15.0,1.0,2.0,5.0
1984,20.0,1.0,2.0,7.0
1141,26.0,1.0,2.0,7.0
1795,19.0,1.0,2.0,7.0
984,31.0,1.0,2.0,7.0
188,17.0,2.0,1.0,15.0
1124,21.0,1.0,2.0,7.0
1059,19.0,1.0,2.0,7.0
176,13.0,1.0,7.0,20.0
974,34.0,2.0,2.0,7.0
585,23.0,1.0,2.0,6.0
2128,33.0,1.0,2.0,7.0
1930,27.0,2.0,2.0,7.0
1945,24.0,1.0,2.0,7.0
2053,16.0,1.0,2.0,7.0
1242,29.0,1.0,2.0,7.0
1982,13.0,2.0,2.0,7.0
2023,12.0,1.0,2.0,7.0
904,36.0,2.0,2.0,7.0
1129,26.0,1.0,2.0,7.0
860,19.0,1.0,2.0,7.0
2240,23.0,1.0,2.0,7.0
582,16.0,2.0,2.0,1.0
2169,20.0,2.0,2.0,7.0
758,23.0,1.0,2.0,7.0
1878,25.0,1.0,2.0,7.0
1643,20.0,1.0,2.0,7.0
242,34.0,2.0,2.0,3.0
1443,23.0,1.0,2.0,7.0
1225,24.0,1.0,2.0,7.0
1490,15.0,2.0,2.0,7.0
1697,9.0,1.0,2.0,7.0
958,8.0,1.0,2.0,7.0
409,23.0,1.0,1.0,5.0
1046,12.0,3.0,2.0,7.0
2186,14.0,1.0,2.0,7.0
1364,10.0,1.0,2.0,7.0
355,16.0,2.0,1.0,2.0
53,18.0,1.0,1.0,14.0
293,15.0,1.0,2.0,5.0
908,22.0,1.0,2.0,7.0
348,14.0,2.0,7.0,2.0
2496,45.0,1.0,2.0,7.0
621,5.0,2.0,2.0,1.0
1197,13.0,1.0,2.0,7.0
1076,22.0,2.0,2.0,7.0
1115,14.0,2.0,2.0,7.0
1435,19.0,1.0,2.0,7.0
1851,8.0,1.0,2.0,7.0
1193,16.0,1.0,2.0,7.0
96,26.0,1.0,1.0,13.0
302,26.0,2.0,1.0,6.0
2020,17.0,2.0,2.0,7.0
120,25.0,1.0,1.0,17.0
527,29.0,1.0,2.0,2.0
2493,16.0,1.0,2.0,7.0
1320,30.0,1.0,2.0,7.0
2291,45.0,3.0,2.0,7.0
1287,17.0,1.0,2.0,7.0
567,21.0,1.0,2.0,9.0
702,26.0,1.0,2.0,7.0
2045,26.0,1.0,2.0,7.0
1303,11.0,1.0,2.0,7.0
1362,7.0,1.0,2.0,7.0
2276,14.0,2.0,2.0,7.0
1922,27.0,3.0,2.0,7.0
148,20.0,1.0,1.0,15.0
1648,18.0,1.0,2.0,7.0
2277,24.0,1.0,2.0,7.0
2352,27.0,1.0,2.0,7.0
890,19.0,1.0,2.0,7.0
58,17.0,1.0,1.0,13.0
353,9.0,1.0,2.0,1.0
285,21.0,1.0,2.0,2.0
324,19.0,1.0,1.0,1.0
1403,26.0,1.0,2.0,7.0
599,14.0,1.0,2.0,7.0
1870,26.0,2.0,2.0,7.0
1080,17.0,1.0,2.0,7.0
361,31.0,1.0,1.0,5.0
1346,17.0,1.0,2.0,7.0
2488,4.0,1.0,2.0,7.0
76,21.0,1.0,3.0,15.0
1062,8.0,2.0,2.0,7.0
1639,16.0,1.0,2.0,7.0
1450,20.0,1.0,2.0,7.0
234,15.0,2.0,3.0,1.0
2227,9.0,2.0,2.0,7.0
1272,10.0,3.0,2.0,7.0
2312,16.0,1.0,2.0,7.0
1366,22.0,3.0,2.0,7.0
49,21.0,2.0,1.0,15.0
1900,19.0,1.0,2.0,7.0
1148,23.0,3.0,2.0,7.0
2486,2.0,1.0,2.0,7.0
2298,40.0,1.0,2.0,7.0
40,18.0,1.0,1.0,14.0
2455,14.0,2.0,2.0,7.0
1595,16.0,1.0,2.0,7.0
437,15.0,3.0,1.0,7.0
1692,24.0,1.0,2.0,7.0
925,19.0,1.0,2.0,7.0
2152,34.0,1.0,2.0,7.0
1512,16.0,1.0,2.0,7.0
940,18.0,2.0,2.0,7.0
652,19.0,1.0,2.0,2.0
2434,25.0,1.0,2.0,7.0
1865,26.0,2.0,2.0,7.0
2222,53.0,1.0,2.0,7.0
1536,17.0,2.0,2.0,7.0
1852,22.0,1.0,2.0,7.0
829,18.0,2.0,2.0,7.0
255,22.0,1.0,1.0,7.0
337,23.0,1.0,2.0,1.0
2484,21.0,1.0,2.0,7.0
1515,25.0,2.0,2.0,7.0
1218,18.0,2.0,2.0,7.0
2463,18.0,1.0,2.0,7.0
996,9.0,2.0,2.0,7.0
112,17.0,1.0,1.0,14.0
2345,87.0,2.0,2.0,7.0
401,24.0,1.0,2.0,1.0
1453,14.0,1.0,2.0,7.0
819,19.0,2.0,2.0,7.0
1449,24.0,1.0,2.0,7.0
1731,24.0,1.0,2.0,7.0
1628,24.0,3.0,2.0,7.0
896,13.0,2.0,2.0,7.0
580,19.0,1.0,2.0,3.0
830,18.0,2.0,2.0,7.0
1884,19.0,2.0,2.0,7.0
1078,27.0,1.0,2.0,7.0
2013,1.0,2.0,2.0,7.0
2183,21.0,1.0,2.0,7.0
671,32.0,1.0,2.0,1.0
1384,8.0,1.0,2.0,7.0
2008,20.0,1.0,2.0,7.0
512,24.0,2.0,2.0,1.0
1750,20.0,1.0,2.0,7.0
1266,10.0,2.0,2.0,7.0
1593,15.0,1.0,2.0,7.0
62,19.0,1.0,1.0,15.0
559,26.0,1.0,2.0,2.0
1811,24.0,1.0,2.0,7.0
1495,17.0,1.0,2.0,7.0
2219,53.0,1.0,2.0,7.0
123,23.0,1.0,2.0,11.0
711,12.0,2.0,2.0,7.0
2406,5.0,3.0,2.0,7.0
604,24.0,1.0,2.0,3.0
2138,54.0,1.0,2.0,7.0
1152,11.0,1.0,2.0,7.0
245,13.0,1.0,3.0,1.0
1294,29.0,1.0,2.0,7.0
391,22.0,1.0,1.0,6.0
1596,11.0,1.0,2.0,7.0
456,11.0,1.0,1.0,2.0
168,8.0,1.0,2.0,18.0
212,17.0,1.0,2.0,13.0
446,21.0,1.0,3.0,3.0
1,21.0,2.0,9.0,19.0
1821,15.0,1.0,2.0,7.0
1111,17.0,2.0,2.0,7.0
801,21.0,1.0,2.0,7.0
1654,27.0,2.0,2.0,7.0
1213,13.0,3.0,2.0,7.0
2379,11.0,1.0,2.0,7.0
204,14.0,1.0,1.0,1.0
1944,24.0,1.0,2.0,7.0
2364,21.0,2.0,2.0,7.0
2009,31.0,1.0,2.0,7.0
2311,29.0,1.0,2.0,7.0
137,10.0,1.0,2.0,8.0
470,4.0,2.0,2.0,2.0
1919,14.0,1.0,2.0,7.0
1044,17.0,1.0,2.0,7.0
1542,17.0,3.0,2.0,7.0
1702,20.0,1.0,2.0,7.0
536,25.0,1.0,2.0,5.0
1412,23.0,1.0,2.0,7.0
2268,3.0,2.0,2.0,7.0
647,31.0,1.0,2.0,5.0
1510,16.0,1.0,2.0,7.0
1541,29.0,2.0,2.0,7.0
2321,28.0,1.0,2.0,7.0
1881,23.0,1.0,2.0,7.0
16,40.0,2.0,4.0,18.0
310,4.0,1.0,1.0,5.0
1836,32.0,1.0,2.0,7.0
2042,33.0,1.0,2.0,7.0
2220,23.0,1.0,2.0,7.0
1637,19.0,3.0,2.0,7.0
1925,21.0,4.0,2.0,7.0
1413,9.0,1.0,2.0,7.0
1416,20.0,1.0,2.0,7.0
1581,6.0,1.0,2.0,7.0
227,13.0,1.0,3.0,3.0
501,29.0,3.0,1.0,3.0
2154,32.0,1.0,2.0,7.0
1588,17.0,1.0,2.0,7.0
912,14.0,3.0,2.0,7.0
909,14.0,1.0,2.0,7.0
573,18.0,1.0,2.0,7.0
658,10.0,1.0,2.0,4.0
2456,22.0,1.0,2.0,7.0
730,28.0,1.0,2.0,7.0
2032,11.0,1.0,2.0,7.0
1608,22.0,1.0,2.0,7.0
382,30.0,1.0,2.0,6.0
540,12.0,1.0,2.0,5.0
1452,15.0,1.0,2.0,7.0
2040,42.0,1.0,2.0,7.0
2424,12.0,1.0,2.0,7.0
135,25.0,2.0,2.0,19.0
1613,16.0,2.0,2.0,7.0
1958,25.0,2.0,2.0,7.0
1312,25.0,1.0,2.0,7.0
1487,20.0,1.0,2.0,7.0
2491,8.0,1.0,2.0,7.0
1841,14.0,1.0,2.0,7.0
1780,15.0,2.0,2.0,7.0
607,15.0,2.0,2.0,19.0
634,22.0,2.0,2.0,14.0
1308,11.0,1.0,2.0,7.0
1849,31.0,2.0,2.0,7.0
1537,19.0,3.0,2.0,7.0
611,13.0,2.0,2.0,3.0
1802,18.0,1.0,2.0,7.0
2018,47.0,1.0,2.0,7.0
1935,17.0,1.0,2.0,7.0
825,23.0,1.0,2.0,7.0
1015,25.0,1.0,2.0,7.0
119,8.0,1.0,3.0,14.0
187,26.0,1.0,1.0,10.0
504,20.0,2.0,2.0,3.0
452,13.0,1.0,2.0,5.0
862,28.0,3.0,2.0,7.0
370,6.0,1.0,3.0,1.0
733,22.0,1.0,2.0,7.0
910,27.0,2.0,2.0,7.0
1493,34.0,1.0,2.0,7.0
937,20.0,1.0,2.0,7.0
432,22.0,2.0,1.0,1.0
892,23.0,1.0,2.0,7.0
1284,15.0,5.0,2.0,7.0
1454,6.0,1.0,2.0,7.0
675,15.0,1.0,2.0,5.0
374,25.0,1.0,5.0,19.0
1355,19.0,3.0,2.0,7.0
2360,8.0,3.0,2.0,7.0
1646,23.0,1.0,2.0,7.0
949,18.0,5.0,2.0,7.0
179,21.0,2.0,3.0,10.0
1231,13.0,3.0,2.0,7.0
2162,18.0,1.0,2.0,7.0
1772,18.0,1.0,2.0,7.0
296,24.0,1.0,2.0,3.0
1972,28.0,1.0,2.0,7.0
1207,20.0,1.0,2.0,7.0
1013,21.0,1.0,2.0,7.0
1540,23.0,2.0,2.0,7.0
1226,19.0,1.0,2.0,7.0
724,18.0,1.0,2.0,7.0
1565,19.0,3.0,2.0,7.0
680,30.0,1.0,2.0,7.0
2242,4.0,2.0,2.0,7.0
756,24.0,1.0,2.0,7.0
814,25.0,1.0,2.0,7.0
1681,12.0,1.0,2.0,7.0
11,5.0,3.0,1.0,13.0
1548,12.0,2.0,2.0,7.0
14,29.0,1.0,1.0,23.0
2387,9.0,1.0,2.0,7.0
471,25.0,1.0,1.0,5.0
1112,23.0,1.0,2.0,7.0
321,24.0,2.0,1.0,5.0
1810,19.0,1.0,2.0,7.0
1428,27.0,1.0,2.0,7.0
