UserId,GuideSession,GuideDownload,ConnectionRequested,PhotoUpload
880,29.0,4.0,2.0,7.0
1196,15.0,1.0,2.0,7.0
1699,28.0,2.0,2.0,7.0
1260,13.0,1.0,2.0,7.0
400,17.0,1.0,1.0,3.0
1631,8.0,1.0,2.0,7.0
2146,43.0,2.0,2.0,7.0
874,17.0,1.0,2.0,7.0
1041,23.0,1.0,2.0,7.0
615,15.0,4.0,2.0,1.0
1365,27.0,1.0,2.0,7.0
2350,45.0,1.0,2.0,7.0
1100,13.0,2.0,2.0,7.0
271,25.0,1.0,1.0,1.0
778,6.0,1.0,2.0,7.0
1467,26.0,1.0,2.0,7.0
889,21.0,1.0,2.0,7.0
2117,21.0,2.0,2.0,7.0
2226,35.0,1.0,2.0,7.0
292,19.0,1.0,4.0,1.0
1803,24.0,2.0,2.0,7.0
394,11.0,2.0,1.0,3.0
957,5.0,1.0,2.0,7.0
598,26.0,1.0,2.0,2.0
1612,17.0,1.0,2.0,7.0
335,25.0,2.0,5.0,2.0
660,24.0,1.0,2.0,1.0
101,10.0,3.0,2.0,12.0
1479,17.0,1.0,2.0,7.0
532,17.0,1.0,2.0,9.0
2031,4.0,2.0,2.0,7.0
1008,31.0,1.0,2.0,7.0
1120,24.0,1.0,2.0,7.0
839,17.0,1.0,2.0,7.0
1950,38.0,1.0,2.0,7.0
1020,26.0,1.0,2.0,7.0
1369,27.0,2.0,2.0,7.0
1650,22.0,1.0,2.0,7.0
2151,25.0,2.0,2.0,7.0
2427,54.0,2.0,2.0,7.0
261,20.0,1.0,2.0,5.0
661,23.0,3.0,2.0,2.0
736,23.0,1.0,2.0,7.0
2304,13.0,1.0,2.0,7.0
701,15.0,1.0,2.0,7.0
704,20.0,1.0,2.0,7.0
1191,22.0,1.0,2.0,7.0
895,11.0,1.0,2.0,7.0
968,12.0,1.0,2.0,7.0
613,27.0,1.0,2.0,4.0
2393,10.0,1.0,2.0,7.0
2046,39.0,1.0,2.0,7.0
1676,12.0,2.0,2.0,7.0
2320,31.0,5.0,2.0,7.0
1390,26.0,1.0,2.0,7.0
1850,13.0,2.0,2.0,7.0
1753,10.0,1.0,2.0,7.0
2101,7.0,3.0,2.0,7.0
1986,17.0,1.0,2.0,7.0
1470,35.0,1.0,2.0,7.0
2086,46.0,1.0,2.0,7.0
2188,56.0,1.0,2.0,7.0
752,10.0,1.0,2.0,7.0
1094,16.0,1.0,2.0,7.0
220,14.0,2.0,1.0,1.0
2466,9.0,3.0,2.0,7.0
800,20.0,2.0,2.0,7.0
1805,13.0,1.0,2.0,7.0
1180,17.0,1.0,2.0,7.0
2404,42.0,1.0,2.0,7.0
202,9.0,1.0,1.0,4.0
1619,20.0,1.0,2.0,7.0
393,26.0,1.0,2.0,2.0
313,14.0,1.0,3.0,3.0
679,28.0,1.0,2.0,7.0
710,24.0,1.0,2.0,7.0
976,15.0,1.0,2.0,7.0
1147,11.0,1.0,2.0,7.0
2148,37.0,1.0,2.0,7.0
359,28.0,1.0,1.0,1.0
1765,27.0,1.0,2.0,7.0
2244,8.0,1.0,2.0,7.0
201,34.0,2.0,1.0,2.0
673,25.0,1.0,2.0,8.0
746,11.0,1.0,2.0,7.0
2317,17.0,1.0,2.0,7.0
72,21.0,4.0,1.0,13.0
1775,28.0,1.0,2.0,7.0
1194,22.0,1.0,2.0,7.0
1992,25.0,1.0,2.0,7.0
2285,9.0,1.0,2.0,7.0
2060,29.0,2.0,2.0,7.0
2400,16.0,2.0,2.0,7.0
836,7.0,1.0,2.0,7.0
1048,19.0,2.0,2.0,7.0
1084,24.0,1.0,2.0,7.0
1278,14.0,2.0,2.0,7.0
2328,14.0,4.0,2.0,7.0
557,40.0,3.0,2.0,2.0
664,17.0,1.0,2.0,3.0
700,28.0,1.0,2.0,7.0
606,18.0,1.0,2.0,2.0
1407,18.0,1.0,2.0,7.0
547,17.0,1.0,2.0,7.0
2426,13.0,1.0,2.0,7.0
1215,20.0,1.0,2.0,7.0
1844,15.0,1.0,2.0,7.0
297,12.0,1.0,2.0,1.0
1807,13.0,2.0,2.0,7.0
1937,22.0,2.0,2.0,7.0
1404,23.0,1.0,2.0,7.0
1158,29.0,4.0,2.0,7.0
543,13.0,1.0,2.0,1.0
316,20.0,1.0,3.0,2.0
2289,1.0,3.0,2.0,7.0
1036,17.0,1.0,2.0,7.0
666,28.0,1.0,2.0,9.0
633,13.0,1.0,2.0,1.0
2155,3.0,3.0,2.0,7.0
1350,21.0,1.0,2.0,7.0
69,20.0,1.0,3.0,14.0
1327,31.0,1.0,2.0,7.0
1845,4.0,2.0,2.0,7.0
231,16.0,1.0,3.0,2.0
2492,11.0,2.0,2.0,7.0
129,25.0,1.0,1.0,18.0
2278,14.0,1.0,2.0,7.0
578,26.0,1.0,2.0,3.0
503,20.0,1.0,1.0,1.0
1203,21.0,1.0,2.0,7.0
1257,18.0,1.0,2.0,7.0
820,15.0,1.0,2.0,7.0
764,19.0,1.0,2.0,7.0
1899,11.0,3.0,2.0,7.0
2430,6.0,1.0,2.0,7.0
806,14.0,2.0,2.0,7.0
1741,18.0,1.0,2.0,7.0
2077,19.0,1.0,2.0,7.0
474,17.0,1.0,2.0,4.0
78,7.0,1.0,1.0,17.0
1072,4.0,1.0,2.0,7.0
1373,18.0,1.0,2.0,7.0
581,25.0,1.0,2.0,2.0
100,10.0,2.0,1.0,14.0
2318,22.0,2.0,2.0,7.0
561,23.0,1.0,2.0,3.0
1188,25.0,1.0,2.0,7.0
2132,20.0,1.0,2.0,7.0
564,20.0,1.0,2.0,1.0
92,33.0,3.0,1.0,16.0
213,21.0,2.0,1.0,4.0
410,9.0,3.0,1.0,2.0
1025,10.0,1.0,2.0,7.0
249,24.0,2.0,1.0,1.0
458,26.0,1.0,1.0,3.0
1038,18.0,1.0,2.0,7.0
1440,13.0,2.0,2.0,7.0
1341,20.0,1.0,2.0,7.0
1331,22.0,1.0,2.0,7.0
1037,13.0,1.0,2.0,7.0
646,15.0,2.0,2.0,5.0
2074,42.0,1.0,2.0,7.0
368,18.0,1.0,1.0,7.0
1275,11.0,3.0,2.0,7.0
1729,19.0,1.0,2.0,7.0
110,21.0,2.0,2.0,20.0
2357,3.0,1.0,2.0,7.0
1968,19.0,2.0,2.0,7.0
1985,20.0,1.0,2.0,7.0
1708,23.0,1.0,2.0,7.0
991,21.0,1.0,2.0,7.0
619,16.0,1.0,2.0,2.0
453,20.0,1.0,2.0,3.0
1891,7.0,4.0,2.0,7.0
2386,23.0,1.0,2.0,7.0
1715,22.0,1.0,2.0,7.0
1043,12.0,3.0,2.0,7.0
520,19.0,1.0,2.0,4.0
2051,24.0,2.0,2.0,7.0
2433,29.0,1.0,2.0,7.0
182,19.0,1.0,2.0,14.0
1867,17.0,2.0,2.0,7.0
893,16.0,1.0,2.0,7.0
1773,24.0,2.0,2.0,7.0
462,24.0,2.0,2.0,2.0
215,20.0,1.0,4.0,4.0
1042,11.0,2.0,2.0,7.0
2028,27.0,3.0,2.0,7.0
1812,14.0,4.0,2.0,7.0
2100,6.0,1.0,2.0,7.0
1787,12.0,1.0,2.0,7.0
742,26.0,1.0,2.0,7.0
1082,18.0,1.0,2.0,7.0
1496,30.0,1.0,2.0,7.0
1427,21.0,1.0,2.0,7.0
1948,20.0,2.0,2.0,7.0
861,20.0,1.0,2.0,7.0
2264,14.0,1.0,2.0,7.0
1240,26.0,1.0,2.0,7.0
1351,28.0,1.0,2.0,7.0
1239,23.0,1.0,2.0,7.0
1248,20.0,1.0,2.0,7.0
687,30.0,1.0,2.0,7.0
455,27.0,1.0,1.0,14.0
1819,19.0,1.0,2.0,7.0
113,8.0,1.0,5.0,17.0
1784,26.0,1.0,2.0,7.0
568,11.0,1.0,2.0,1.0
1767,18.0,2.0,2.0,7.0
2235,8.0,1.0,2.0,7.0
1670,18.0,1.0,2.0,7.0
728,20.0,2.0,2.0,7.0
980,14.0,1.0,2.0,7.0
1131,23.0,2.0,2.0,7.0
2402,33.0,2.0,2.0,7.0
1348,28.0,1.0,2.0,7.0
1862,23.0,1.0,2.0,7.0
44,8.0,1.0,1.0,13.0
415,15.0,1.0,1.0,3.0
149,33.0,1.0,2.0,21.0
1249,14.0,1.0,2.0,7.0
265,29.0,1.0,3.0,1.0
1377,21.0,1.0,2.0,7.0
282,17.0,1.0,2.0,3.0
356,21.0,1.0,1.0,4.0
2197,11.0,2.0,2.0,7.0
1528,11.0,1.0,2.0,7.0
963,18.0,3.0,2.0,7.0
2094,3.0,4.0,2.0,7.0
1846,26.0,1.0,2.0,7.0
2490,11.0,1.0,2.0,7.0
1307,29.0,1.0,2.0,7.0
441,17.0,1.0,2.0,1.0
1246,27.0,2.0,2.0,7.0
986,13.0,1.0,2.0,7.0
2468,24.0,1.0,2.0,7.0
1281,27.0,1.0,2.0,7.0
1747,19.0,1.0,2.0,7.0
1961,6.0,1.0,2.0,7.0
919,12.0,1.0,2.0,7.0
1599,26.0,1.0,2.0,7.0
1185,17.0,3.0,2.0,7.0
1233,16.0,1.0,2.0,7.0
1456,30.0,1.0,2.0,7.0
170,24.0,1.0,1.0,16.0
1980,20.0,1.0,2.0,7.0
1471,27.0,3.0,2.0,7.0
214,17.0,1.0,6.0,1.0
1916,17.0,1.0,2.0,7.0
362,15.0,3.0,1.0,3.0
351,14.0,1.0,2.0,12.0
631,35.0,1.0,2.0,1.0
1783,20.0,1.0,2.0,7.0
15,20.0,1.0,1.0,13.0
1508,11.0,1.0,2.0,7.0
1600,10.0,1.0,2.0,7.0
659,18.0,1.0,2.0,5.0
693,13.0,2.0,2.0,7.0
411,18.0,2.0,1.0,4.0
1932,22.0,4.0,2.0,7.0
1356,9.0,1.0,2.0,7.0
2241,23.0,1.0,2.0,7.0
1033,21.0,1.0,2.0,7.0
499,7.0,1.0,1.0,3.0
2313,20.0,1.0,2.0,7.0
767,15.0,4.0,2.0,7.0
2034,25.0,1.0,2.0,7.0
126,25.0,1.0,2.0,14.0
1796,32.0,1.0,2.0,7.0
2451,20.0,3.0,2.0,7.0
2281,17.0,1.0,2.0,7.0
737,15.0,1.0,2.0,7.0
535,10.0,1.0,2.0,2.0
1054,20.0,1.0,2.0,7.0
325,15.0,1.0,2.0,1.0
798,20.0,1.0,2.0,7.0
2252,7.0,1.0,2.0,7.0
787,22.0,3.0,2.0,7.0
2113,9.0,1.0,2.0,7.0
2189,24.0,2.0,2.0,7.0
1640,19.0,1.0,2.0,7.0
739,24.0,1.0,2.0,7.0
1970,14.0,1.0,2.0,7.0
955,28.0,1.0,2.0,7.0
1376,21.0,2.0,2.0,7.0
257,13.0,1.0,1.0,9.0
875,23.0,1.0,2.0,7.0
2273,2.0,1.0,2.0,7.0
493,19.0,1.0,1.0,6.0
831,37.0,1.0,2.0,7.0
888,18.0,1.0,2.0,7.0
461,16.0,3.0,1.0,2.0
788,21.0,1.0,2.0,7.0
1451,20.0,1.0,2.0,7.0
1468,24.0,1.0,2.0,7.0
1098,28.0,1.0,2.0,7.0
1947,16.0,1.0,2.0,7.0
1763,17.0,1.0,2.0,7.0
2259,7.0,2.0,2.0,7.0
2409,34.0,1.0,2.0,7.0
1429,15.0,2.0,2.0,7.0
1319,30.0,1.0,2.0,7.0
243,16.0,1.0,1.0,1.0
1751,12.0,2.0,2.0,7.0
226,21.0,2.0,1.0,2.0
853,26.0,1.0,2.0,7.0
171,18.0,2.0,3.0,22.0
485,22.0,1.0,1.0,5.0
1034,7.0,2.0,2.0,7.0
299,11.0,1.0,2.0,5.0
548,26.0,1.0,2.0,2.0
1509,32.0,1.0,2.0,7.0
1873,19.0,2.0,2.0,7.0
1058,22.0,1.0,2.0,7.0
850,27.0,2.0,2.0,7.0
1634,24.0,1.0,2.0,7.0
2030,33.0,1.0,2.0,7.0
593,19.0,1.0,2.0,1.0
1902,9.0,1.0,2.0,7.0
725,8.0,2.0,2.0,7.0
1996,16.0,1.0,2.0,7.0
1530,29.0,2.0,2.0,7.0
779,14.0,1.0,2.0,7.0
1766,15.0,1.0,2.0,7.0
637,13.0,2.0,2.0,4.0
1383,20.0,1.0,2.0,7.0
1164,32.0,1.0,2.0,7.0
1414,22.0,1.0,2.0,7.0
1604,26.0,2.0,2.0,7.0
1666,24.0,1.0,2.0,7.0
1799,23.0,1.0,2.0,7.0
473,11.0,1.0,1.0,1.0
1745,17.0,1.0,2.0,7.0
1032,21.0,3.0,2.0,7.0
2015,4.0,2.0,2.0,7.0
1695,31.0,1.0,2.0,7.0
1943,10.0,1.0,2.0,7.0
1505,27.0,1.0,2.0,7.0
583,15.0,2.0,2.0,5.0
513,28.0,2.0,2.0,1.0
952,18.0,2.0,2.0,7.0
2233,13.0,1.0,2.0,7.0
669,11.0,2.0,2.0,2.0
2442,25.0,1.0,2.0,7.0
1908,30.0,1.0,2.0,7.0
2056,38.0,1.0,2.0,7.0
847,21.0,1.0,2.0,7.0
1711,30.0,1.0,2.0,7.0
1110,29.0,1.0,2.0,7.0
1928,24.0,2.0,2.0,7.0
86,22.0,2.0,9.0,16.0
384,24.0,1.0,1.0,1.0
269,31.0,1.0,2.0,1.0
571,15.0,1.0,2.0,2.0
1269,30.0,2.0,2.0,7.0
340,20.0,1.0,1.0,4.0
1475,23.0,1.0,2.0,7.0
1609,18.0,1.0,2.0,7.0
1462,12.0,1.0,2.0,7.0
258,14.0,2.0,1.0,1.0
332,29.0,1.0,2.0,3.0
418,9.0,1.0,2.0,1.0
1012,21.0,1.0,2.0,7.0
1086,25.0,2.0,2.0,7.0
692,10.0,3.0,2.0,7.0
399,26.0,1.0,3.0,1.0
1200,26.0,1.0,2.0,7.0
1057,21.0,1.0,2.0,7.0
1854,24.0,1.0,2.0,7.0
1485,23.0,1.0,2.0,7.0
1208,24.0,2.0,2.0,7.0
2166,31.0,3.0,2.0,7.0
1476,12.0,1.0,2.0,7.0
863,20.0,1.0,2.0,7.0
2033,5.0,2.0,2.0,7.0
308,10.0,1.0,1.0,3.0
1492,19.0,2.0,2.0,7.0
948,18.0,1.0,2.0,7.0
1354,23.0,1.0,2.0,7.0
799,17.0,2.0,2.0,7.0
526,22.0,1.0,2.0,2.0
1056,25.0,1.0,2.0,7.0
989,25.0,2.0,2.0,7.0
622,16.0,1.0,2.0,7.0
1258,15.0,1.0,2.0,7.0
1363,31.0,1.0,2.0,7.0
2338,42.0,1.0,2.0,7.0
1157,35.0,1.0,2.0,7.0
614,19.0,1.0,2.0,4.0
1302,19.0,2.0,2.0,7.0
1224,40.0,1.0,2.0,7.0
365,28.0,1.0,5.0,3.0
303,8.0,1.0,3.0,1.0
714,6.0,1.0,2.0,7.0
1725,34.0,2.0,2.0,7.0
1494,29.0,1.0,2.0,7.0
443,22.0,1.0,5.0,1.0
2108,5.0,1.0,2.0,7.0
610,22.0,1.0,2.0,5.0
1463,10.0,1.0,2.0,7.0
197,24.0,1.0,3.0,14.0
1914,20.0,2.0,2.0,7.0
522,17.0,2.0,2.0,2.0
2465,13.0,1.0,2.0,7.0
1644,17.0,1.0,2.0,7.0
979,12.0,1.0,2.0,7.0
2428,17.0,1.0,2.0,7.0
2157,3.0,2.0,2.0,7.0
2385,1.0,1.0,2.0,7.0
2349,14.0,1.0,2.0,7.0
2388,15.0,4.0,2.0,7.0
935,16.0,1.0,2.0,7.0
1337,27.0,1.0,2.0,7.0
2471,6.0,1.0,2.0,7.0
1507,21.0,4.0,2.0,7.0
1160,17.0,1.0,2.0,7.0
1889,19.0,1.0,2.0,7.0
1903,35.0,1.0,2.0,7.0
1306,16.0,1.0,2.0,7.0
1898,23.0,1.0,2.0,7.0
2082,20.0,1.0,2.0,7.0
1941,17.0,1.0,2.0,7.0
509,15.0,1.0,7.0,2.0
2098,15.0,1.0,2.0,7.0
2297,4.0,1.0,2.0,7.0
1264,13.0,3.0,2.0,7.0
1478,18.0,1.0,2.0,7.0
1813,23.0,1.0,2.0,7.0
2111,1.0,2.0,2.0,7.0
1578,13.0,1.0,2.0,7.0
2209,10.0,2.0,2.0,7.0
1706,10.0,1.0,2.0,7.0
1280,18.0,1.0,2.0,7.0
812,20.0,1.0,2.0,7.0
416,15.0,1.0,1.0,1.0
1484,13.0,3.0,2.0,7.0
287,12.0,1.0,2.0,7.0
1785,21.0,2.0,2.0,7.0
366,16.0,1.0,2.0,2.0
1117,25.0,4.0,2.0,7.0
2010,6.0,2.0,2.0,7.0
688,19.0,1.0,2.0,7.0
751,19.0,1.0,2.0,7.0
1574,21.0,1.0,2.0,7.0
2425,5.0,1.0,2.0,7.0
1778,24.0,1.0,2.0,7.0
1432,13.0,1.0,2.0,7.0
1618,34.0,1.0,2.0,7.0
1580,13.0,1.0,2.0,7.0
408,20.0,1.0,2.0,4.0
2231,27.0,1.0,2.0,7.0
1161,18.0,2.0,2.0,7.0
2280,19.0,2.0,2.0,7.0
2477,7.0,3.0,2.0,7.0
1529,18.0,2.0,2.0,7.0
740,21.0,1.0,2.0,7.0
1768,27.0,1.0,2.0,7.0
1926,11.0,3.0,2.0,7.0
1538,10.0,1.0,2.0,7.0
2004,10.0,3.0,2.0,7.0
407,19.0,1.0,1.0,1.0
225,17.0,1.0,3.0,1.0
288,15.0,1.0,1.0,1.0
901,18.0,1.0,2.0,7.0
1174,6.0,2.0,2.0,7.0
2334,5.0,1.0,2.0,7.0
1770,16.0,1.0,2.0,7.0
2123,25.0,1.0,2.0,7.0
656,23.0,1.0,2.0,2.0
897,18.0,1.0,2.0,7.0
1371,10.0,1.0,2.0,7.0
1615,27.0,1.0,2.0,7.0
734,20.0,1.0,2.0,7.0
1816,16.0,1.0,2.0,7.0
445,10.0,2.0,1.0,1.0
1876,25.0,1.0,2.0,7.0
2422,8.0,1.0,2.0,7.0
1672,30.0,1.0,2.0,7.0
1153,4.0,1.0,2.0,7.0
2435,13.0,1.0,2.0,7.0
708,17.0,2.0,2.0,7.0
364,15.0,1.0,3.0,2.0
1353,20.0,1.0,2.0,7.0
2476,27.0,2.0,2.0,7.0
1611,21.0,1.0,2.0,7.0
1119,15.0,3.0,2.0,7.0
1998,31.0,1.0,2.0,7.0
510,16.0,2.0,2.0,2.0
1095,5.0,1.0,2.0,7.0
541,18.0,1.0,2.0,3.0
2368,23.0,3.0,2.0,7.0
169,14.0,3.0,1.0,17.0
1552,7.0,1.0,2.0,7.0
30,13.0,2.0,2.0,19.0
1687,19.0,3.0,2.0,7.0
1642,17.0,1.0,2.0,7.0
572,9.0,3.0,2.0,9.0
2143,57.0,5.0,2.0,7.0
336,18.0,1.0,2.0,2.0
141,21.0,3.0,1.0,14.0
913,12.0,1.0,2.0,7.0
1052,22.0,1.0,2.0,7.0
1274,22.0,1.0,2.0,7.0
208,23.0,1.0,1.0,1.0
626,24.0,1.0,2.0,3.0
301,14.0,1.0,2.0,5.0
985,12.0,1.0,2.0,7.0
1021,21.0,2.0,2.0,7.0
2489,14.0,1.0,2.0,7.0
1882,13.0,1.0,2.0,7.0
1557,15.0,2.0,2.0,7.0
1229,15.0,1.0,2.0,7.0
2485,19.0,3.0,2.0,7.0
1489,16.0,1.0,2.0,7.0
383,15.0,1.0,2.0,5.0
134,4.0,2.0,2.0,16.0
406,10.0,1.0,2.0,7.0
2449,3.0,1.0,2.0,7.0
2248,8.0,1.0,2.0,7.0
802,9.0,1.0,2.0,7.0
997,22.0,1.0,2.0,7.0
682,22.0,1.0,2.0,7.0
2370,9.0,1.0,2.0,7.0
2355,12.0,1.0,2.0,7.0
1752,21.0,2.0,2.0,7.0
887,25.0,1.0,2.0,7.0
2165,17.0,1.0,2.0,7.0
1655,27.0,1.0,2.0,7.0
793,12.0,4.0,2.0,7.0
1060,11.0,1.0,2.0,7.0
969,25.0,1.0,2.0,7.0
1360,17.0,1.0,2.0,7.0
1109,20.0,2.0,2.0,7.0
2161,6.0,1.0,2.0,7.0
2215,9.0,1.0,2.0,7.0
1506,27.0,1.0,2.0,7.0
2140,13.0,2.0,2.0,7.0
1886,13.0,1.0,2.0,7.0
1594,18.0,1.0,2.0,7.0
1989,10.0,1.0,2.0,7.0
2069,13.0,1.0,2.0,7.0
1187,12.0,1.0,2.0,7.0
1442,22.0,2.0,2.0,7.0
1261,10.0,1.0,2.0,7.0
2163,6.0,1.0,2.0,7.0
840,13.0,2.0,2.0,7.0
786,22.0,1.0,2.0,7.0
1063,17.0,2.0,2.0,7.0
1192,13.0,1.0,2.0,7.0
1039,26.0,1.0,2.0,7.0
2330,62.0,1.0,2.0,7.0
450,36.0,1.0,2.0,8.0
1162,18.0,2.0,2.0,7.0
1668,7.0,1.0,2.0,7.0
146,20.0,1.0,1.0,17.0
1517,17.0,1.0,2.0,7.0
1824,12.0,1.0,2.0,7.0
993,17.0,1.0,2.0,7.0
1472,22.0,1.0,2.0,7.0
480,10.0,1.0,1.0,1.0
2104,5.0,1.0,2.0,7.0
2266,17.0,3.0,2.0,7.0
2371,6.0,1.0,2.0,7.0
868,20.0,4.0,2.0,7.0
436,19.0,4.0,2.0,6.0
648,13.0,1.0,2.0,1.0
1436,7.0,1.0,2.0,7.0
1682,19.0,1.0,2.0,7.0
1297,10.0,2.0,2.0,7.0
2472,12.0,1.0,2.0,7.0
277,10.0,2.0,1.0,1.0
2112,4.0,1.0,2.0,7.0
922,10.0,1.0,2.0,7.0
1597,7.0,1.0,2.0,7.0
691,24.0,2.0,2.0,7.0
1888,18.0,1.0,2.0,7.0
2012,10.0,1.0,2.0,7.0
1392,16.0,1.0,2.0,7.0
1273,22.0,1.0,2.0,7.0
2436,2.0,1.0,2.0,7.0
1386,15.0,1.0,2.0,7.0
421,25.0,1.0,3.0,1.0
1165,18.0,1.0,2.0,7.0
1134,24.0,2.0,2.0,7.0
75,23.0,1.0,1.0,23.0
496,23.0,1.0,1.0,5.0
748,23.0,1.0,2.0,7.0
1334,18.0,2.0,2.0,7.0
965,19.0,1.0,2.0,7.0
2050,5.0,1.0,2.0,7.0
1584,30.0,1.0,2.0,7.0
1251,10.0,1.0,2.0,7.0
1406,19.0,1.0,2.0,7.0
1993,14.0,1.0,2.0,7.0
2390,4.0,1.0,2.0,7.0
1128,19.0,1.0,2.0,7.0
1627,17.0,1.0,2.0,7.0
584,6.0,2.0,2.0,4.0
1997,16.0,3.0,2.0,7.0
1181,16.0,3.0,2.0,7.0
1459,15.0,1.0,2.0,7.0
507,17.0,2.0,1.0,1.0
550,25.0,1.0,2.0,1.0
1370,16.0,2.0,2.0,7.0
2124,6.0,1.0,2.0,7.0
885,25.0,1.0,2.0,7.0
867,28.0,2.0,2.0,7.0
2172,3.0,1.0,2.0,7.0
721,8.0,1.0,2.0,7.0
1830,33.0,2.0,2.0,7.0
2142,7.0,1.0,2.0,7.0
322,27.0,2.0,1.0,2.0
1079,18.0,2.0,2.0,7.0
2380,8.0,1.0,2.0,7.0
695,24.0,2.0,2.0,7.0
971,22.0,1.0,2.0,7.0
1885,19.0,1.0,2.0,7.0
2255,7.0,1.0,2.0,7.0
312,32.0,1.0,1.0,4.0
1781,18.0,1.0,2.0,7.0
221,10.0,1.0,1.0,4.0
1786,22.0,4.0,2.0,7.0
199,21.0,1.0,1.0,21.0
1929,33.0,1.0,2.0,7.0
1572,7.0,1.0,2.0,7.0
1554,18.0,1.0,2.0,7.0
1864,15.0,1.0,2.0,7.0
2407,9.0,1.0,2.0,7.0
678,11.0,1.0,2.0,7.0
1431,11.0,1.0,2.0,7.0
1514,30.0,2.0,2.0,7.0
616,13.0,1.0,2.0,2.0
1006,16.0,1.0,2.0,7.0
943,24.0,2.0,2.0,7.0
2257,5.0,1.0,2.0,7.0
1949,20.0,1.0,2.0,7.0
2102,11.0,3.0,2.0,7.0
272,12.0,4.0,2.0,6.0
1977,15.0,6.0,2.0,7.0
1976,14.0,2.0,2.0,7.0
2260,6.0,3.0,2.0,7.0
2366,8.0,1.0,2.0,7.0
1408,7.0,2.0,2.0,7.0
1101,8.0,2.0,2.0,7.0
916,27.0,1.0,2.0,7.0
2351,20.0,1.0,2.0,7.0
1555,9.0,4.0,2.0,7.0
1827,12.0,1.0,2.0,7.0
769,20.0,1.0,2.0,7.0
64,7.0,1.0,1.0,13.0
1255,17.0,2.0,2.0,7.0
31,21.0,2.0,1.0,13.0
2332,24.0,1.0,2.0,7.0
645,8.0,1.0,2.0,2.0
1979,11.0,1.0,2.0,7.0
881,22.0,4.0,2.0,7.0
641,18.0,1.0,2.0,1.0
2347,18.0,1.0,2.0,7.0
2144,21.0,1.0,2.0,7.0
1007,22.0,2.0,2.0,7.0
1301,23.0,2.0,2.0,7.0
2129,23.0,1.0,2.0,7.0
1576,12.0,1.0,2.0,7.0
1761,4.0,1.0,2.0,7.0
2256,6.0,4.0,2.0,7.0
403,23.0,1.0,4.0,4.0
927,8.0,1.0,2.0,7.0
1847,26.0,1.0,2.0,7.0
345,15.0,1.0,1.0,1.0
936,14.0,1.0,2.0,7.0
1638,19.0,1.0,2.0,7.0
1662,21.0,3.0,2.0,7.0
1835,30.0,1.0,2.0,7.0
796,17.0,1.0,2.0,7.0
846,7.0,1.0,2.0,7.0
2107,11.0,1.0,2.0,7.0
1685,22.0,1.0,2.0,7.0
429,20.0,1.0,1.0,4.0
2158,7.0,2.0,2.0,7.0
2025,19.0,1.0,2.0,7.0
2247,15.0,2.0,2.0,7.0
592,24.0,1.0,2.0,3.0
291,15.0,1.0,1.0,1.0
1003,25.0,1.0,2.0,7.0
497,18.0,1.0,1.0,8.0
1330,20.0,1.0,2.0,7.0
2059,18.0,1.0,2.0,7.0
858,16.0,1.0,2.0,7.0
2081,9.0,2.0,2.0,7.0
1623,20.0,1.0,2.0,7.0
2333,4.0,2.0,2.0,7.0
2344,4.0,1.0,2.0,7.0
1793,15.0,2.0,2.0,7.0
1279,13.0,1.0,2.0,7.0
2072,15.0,1.0,2.0,7.0
1163,24.0,1.0,2.0,7.0
2382,10.0,1.0,2.0,7.0
1704,15.0,2.0,2.0,7.0
2353,2.0,2.0,2.0,7.0
2079,8.0,1.0,2.0,7.0
960,14.0,1.0,2.0,7.0
1217,12.0,2.0,2.0,7.0
1585,18.0,1.0,2.0,7.0
1316,9.0,4.0,2.0,7.0
2089,11.0,2.0,2.0,7.0
339,17.0,1.0,1.0,3.0
1268,15.0,1.0,2.0,7.0
1419,26.0,2.0,2.0,7.0
1659,8.0,1.0,2.0,7.0
1466,12.0,2.0,2.0,7.0
2391,2.0,1.0,2.0,7.0
1171,12.0,2.0,2.0,7.0
2093,8.0,1.0,2.0,7.0
1305,13.0,1.0,2.0,7.0
590,19.0,1.0,2.0,3.0
2061,7.0,2.0,2.0,7.0
2293,2.0,1.0,2.0,7.0
1250,7.0,1.0,2.0,7.0
1546,16.0,1.0,2.0,7.0
2250,3.0,2.0,2.0,7.0
2495,22.0,1.0,2.0,7.0
587,17.0,1.0,2.0,1.0
1184,14.0,1.0,2.0,7.0
917,24.0,3.0,2.0,7.0
1031,17.0,1.0,2.0,7.0
1394,13.0,2.0,2.0,7.0
464,14.0,1.0,1.0,2.0
1142,14.0,1.0,2.0,7.0
1842,28.0,2.0,2.0,7.0
2295,6.0,1.0,2.0,7.0
2073,17.0,2.0,2.0,7.0
270,20.0,1.0,1.0,1.0
1430,14.0,1.0,2.0,7.0
305,7.0,3.0,1.0,2.0
2185,23.0,3.0,2.0,7.0
2199,13.0,1.0,2.0,7.0
1103,20.0,1.0,2.0,7.0
344,27.0,2.0,1.0,7.0
663,34.0,1.0,2.0,2.0
508,22.0,1.0,2.0,3.0
2003,5.0,1.0,2.0,7.0
1206,16.0,1.0,2.0,7.0
951,23.0,1.0,2.0,7.0
2459,10.0,1.0,2.0,7.0
300,16.0,1.0,2.0,1.0
2288,10.0,2.0,2.0,7.0
2068,3.0,1.0,2.0,7.0
1801,12.0,1.0,2.0,7.0
247,21.0,1.0,3.0,1.0
